content_cleaned,score,thumbsUpCount,content_length,word_count,has_reply,sentiment,sentiment_encoded
ok mudah menggunakan nya dan ga ribet,5,0,37,7,1,Positif,2
verifikasi kelas bawah muka sendiri ditolak,1,0,43,6,1,Netral,1
terbaik,5,0,7,1,1,Positif,2
fiturnya gak baik tba tdk bsa digunakan mau masuk minta verifikasi no tlp pas diverifikasi tdk ada plhan negara indonesia sdh berulang kali telp call center ttp sja tdk ada solusi,1,0,179,31,1,Negatif,0
memudahkan,5,0,10,1,1,Positif,2
minta update mulu,2,0,17,3,1,Negatif,0
ok,5,0,2,1,1,Negatif,0
mau daftar susahnya minta ampun heran di puter terus kalo belum stabil ga usah rilis,1,0,84,15,1,Negatif,0
aplikasi yg sangat mudah digunakan dan sangat membantu,5,0,54,8,1,Positif,2
kenapa tiap bntar harus update terus,4,0,36,6,1,Negatif,0
ngk sengaja ke log out eh pas log in kode otp ngk masuk ke sms giman ini min,2,0,76,18,1,Negatif,0
aplikasi nya bagus semua dari ui nya warna juga di mata enak di pandang saran sih kalau bisa top up gopay atau e wallet lainnya bisa kaya bca mobile nah ini di my bca gabisa atau ane aja yang gatau caranya ya hehe terimakasih,5,31,225,44,1,Positif,2
sudah hari aplikasi minta login menggunakan otp setiap berhasil login langsung ada keterangan ops ada yang salah terus ter log out otomatis dan minta login dari awal sampe tahap verifikasi sms otp gitu aja bolak balik udah clear cache dan reinstall apk sama aja,1,20,261,44,1,Negatif,0
qr scan error,1,0,13,3,1,Negatif,0
setiap masuk apk ini hrus di upgrade truss bukan sekali dua kali tapi sebulan busa sampe kli upgrade,2,0,100,18,1,Netral,1
aplikasi apaansi ini duit saya semalem ada rb ko pas tadi saya cek tinggal rb biasanya kalo admin sebulan sekali ga segede itu masalahnya bukan sekali dua kali tapi udah sering kaya gini lama lama bisa jadi perampokan ini bener bener aplikasi taiiikkkk,1,1,252,43,1,Negatif,0
bru bulan kemarin update apk skrang d suruh update lg,3,0,53,10,1,Netral,1
lightyears,5,0,10,1,1,Positif,2
dikit dikit pembaruan apalah baru seminggu update,1,0,49,7,1,Negatif,0
ini woy gw cumah salah password kali masa keblokir gw hubungi no gak di angkat,1,0,78,15,1,Negatif,0
jooossss,5,0,8,1,1,Positif,2
mudah dan praktis,5,0,17,3,1,Positif,2
makin kesini makin bnyk updatean ga bisa masuk klo ga di update kurangin update yaa penyimpananku penuh maklum blm bisa upgrade handphone,3,0,137,22,1,Negatif,0
mau buka aplikasi delay parah ada notif silahkan coba lagi nanti nunggu berpa hari lagi anj g,1,0,93,17,1,Negatif,0
alhamdulillah,5,0,13,1,1,Positif,2
biaya adminny tiap transaksi lumyn besara ia,3,0,44,7,1,Netral,1
bca update mulu lama lama,1,0,25,5,1,Netral,1
makin gajelas aja tiba tiba keblokir lah keluar tiba terus jdi bulak balik hubungin call center mulu,2,0,100,17,1,Negatif,0
aplikasi keren mantap ya usaha buat bank hehe misal biaya admin bank cuma rp per orang di kali misal jt pengguna aktif perbulan saja dari admin bank bisa dapat pemasukkan m banknya keren mau juga sih punya bisnis di bidang bank,5,0,227,41,1,Positif,2
sangat baik dan cepat,5,0,21,4,1,Positif,2
ok,5,0,2,1,1,Negatif,0
aplikasi nya bagus saya suka,5,0,28,5,1,Positif,2
simpel dan mudah,5,0,16,3,1,Positif,2
pilih hp ga semua hp bisa instal apk ini parah siiiii,1,0,53,11,1,Negatif,0
kenapa mybca saya tdk bisa dibuka ya,1,0,36,7,1,Negatif,0
qr gagal kepotong saldo skrng ngisi dana ga masuk adeh,1,0,54,10,1,Negatif,0
terlalu sering pembaruan harus sering update aplikasi padahal baru minggu update,3,0,80,11,1,Negatif,0
kenapa gabisa update dan ga kompatibel di hp saya masa perlu ganti hp,1,0,69,13,1,Negatif,0
saya buat laporan tentang terkendala transaksi qris dari tgl sampe hari ini juga blom kembalikan dana saya juga dari bca gimanna kerjaan nya dana saya blom kembali juga sampe detik ini juga gimana bca dana sya blom kembali juga tolong di koperatif bca saya udah ajukan arjensi blom juga ada tindakan di email telpon jawabannya dalam proses dari tgl dalam proses pas saya buat laporan pertama katanya tunggu xjam dana jika gagal bakal langsung kembali tapin sampe sekarang dari tgl,1,0,480,80,1,Negatif,0
saya percaya ini aman daripada yang lain,5,0,40,7,1,Positif,2
aplikasi ribet banget dapatin nfc susah minta ampun kalau pakai mbanking malah lebih cepat,1,0,90,14,1,Negatif,0
bagus,5,0,5,1,1,Positif,2
ini apaan si sering banget updatee jadi susah buat buka apk nya,1,0,63,12,1,Negatif,0
bagus,5,0,5,1,1,Positif,2
kebanyakan ganguan kalo mlm ga bisa kebuka tahe,2,0,47,8,1,Negatif,0
ok,5,0,2,1,1,Negatif,0
very nice mudah dan aman,5,0,24,5,1,Positif,2
mudah dan saldo bisa di ambil semua kalau kita kepepet gak perlu di sisain kaya bank lain bisa transaksi dg mudah saldo sampe nol,5,0,129,24,1,Positif,2
aplikasi berat mending pakai yng lama,2,0,37,6,1,Negatif,0
nyaman dan ok,5,0,13,3,1,Positif,2
ribet di update terus,2,0,21,4,1,Negatif,0
aku suka ada mybca aku perlu untuk mengawasi uang di bca,5,0,56,11,1,Positif,2
agrep melulu,3,0,12,2,1,Negatif,0
mudah di gunakan sayang nya harus update terus aplikasi nya jadi harus masuk akun terus,4,0,87,15,1,Netral,1
kebanyakan update kalo ga update gabisa dipake kocakkk dikira smua org memonya banyak kli ya,1,1,92,15,1,Negatif,0
app menyusahkan kode otp udah seminggu tidak terkirim menyesal amat menyesal dengan app ini,1,0,91,14,1,Negatif,0
bagus aplikasi yg membantu,5,0,26,4,1,Positif,2
ok sangat membantu,5,0,18,3,1,Positif,2
oh,5,0,2,1,1,Negatif,0
kenapa yaa verifikasinya gagal terus padahal udah ngikutin arahan dari aplikasinya,2,0,82,11,1,Negatif,0
bagus sih cuman updatenya keseringan padahal hp sering penuh memori terpaksa deh harus bersih memori dulu hapus ini itu tolong updatenya jangan terlalu sering,3,0,158,24,1,Negatif,0
buka rekening sangat mudah tidak perlu ke bank lagi,5,0,51,9,1,Positif,2
sutimah ini akun aku ibu rumah tangga kerja dirumah,5,0,51,9,1,Netral,1
pelayanan nya bagus dan mudah,5,0,29,5,1,Positif,2
lebih luas dan tidak ribet,5,0,26,5,1,Positif,2
saran yah saya suka ganti hp trus verifikasi wajah itu sebaiknya ga perlu ada instruksi nengok kanan kiri atau mangap kasian yg mata nya minus kaya saya burem gbs baca nya apalg wajah suruh jauh dr layar hp akhrnya saya nyuruh orng terus bacain instruksi nya repot bgt deh klo mau ada begitu jgn jauh lah layarnya ke muka atau tulisan instruksinya hrs besar,4,0,357,64,1,Negatif,0
biar bintang yang berbicara,5,0,27,4,1,Netral,1
so far so good,5,0,14,4,1,Positif,2
jelek tiap minggu minta apdate trus,2,0,35,6,1,Negatif,0
kemarin tgl september ke bank buat ngurusin kartu karna sebelumnya bikinnya itu online jadi dateng ke bank buat ngambil kartunya pas udah selesai bikin kartu saya nanya berapa mba adminnya bilang gratis bu seneng dong pastinya gratis hari ini tgl ada notif pengeluaran sebesar k biaya karu atm kocak dah maksudnya ya kalo bayar atau nanti di potong dari atm bilang aja mba jangan bohong bukan masalah k atau berapanya tapi kejujurannya dalam melayani nasabah,3,0,458,75,1,Positif,2
sangat membantu sekali dan proses yg akurat,5,0,43,7,1,Positif,2
app taik masa harus update dulu baru bisa dibuka org buru dengan jaringan gak memadai malah terhambat,1,0,101,17,1,Negatif,0
kenapa ya mybca skrng susah banget untuk login dulu kayanya engga please dong jangan dibuat susah untuk login,1,1,109,18,1,Negatif,0
nice,5,0,4,1,1,Positif,2
dikit dikit update mulu bikin memori penuh,3,0,42,7,1,Negatif,0
semakin maju bca,5,0,16,3,1,Positif,2
sangat membantu,5,0,15,2,1,Positif,2
kenapa tiap buka apps update terus yaa jd susah mau transaksi harus update terus,2,0,80,14,1,Negatif,0
verivikasi wajahnya gagal terusss animasinya macet macet udah ke kanan kepala nggak mau mau apa mau melintir palak gua,1,0,118,19,1,Negatif,0
transaksi dengan mudah,5,0,22,3,1,Positif,2
transaksi qris gagal tapi saldo terpotong dari tanggal sampai hari ini saldo tidak di kembalikan atau ada informasi kejalasan dari pihak bca sangat kecewa,1,0,154,24,1,Negatif,0
sebetulnya suka dengan pelayanan my bca sayang setiap bulan harus update apakah bisa untuk update terbaru dihadirkan dalam kurun bulan sekali atau setahun sekali agar kalo per satu bulan tidak perlu update setiap buka apk my bca,3,0,228,37,1,Positif,2
ok,5,0,2,1,1,Negatif,0
bisa yuk app mybca tambahkan fitur tap to pay atau nfc pay dari sumber dana yg berlogo mastercard atau visa,5,0,107,20,1,Netral,1
gak sini gak sono mbanking smaa my bca sensitif bangett langsung mati akun sayaa suruh vidio call malah ndak bisaa pdhl sinyal baguss,1,0,133,23,1,Negatif,0
terkadang terlalu sering minta update,5,0,37,5,1,Negatif,0
mybca mudah dan praktis dalam menggunakannya,5,0,44,6,1,Positif,2
ok baik,5,0,7,2,1,Negatif,0
lebih mudah pakai nya,5,0,21,4,1,Positif,2
kebanyakan update aplikasi fitur sama aja,1,0,41,6,1,Negatif,0
katanya update kok ga bisa,5,0,26,5,1,Negatif,0
aplikasinya bagus dan mudah di mengerti,5,0,39,6,1,Positif,2
aplikasi bnyk update trus jadinya hp saya memori kepenuhan,1,0,58,9,1,Negatif,0
harus diperbaharui muluu capek,1,0,30,4,1,Negatif,0
kenapa sering banget update ya,5,0,30,5,1,Negatif,0
sangat membantu banget dalam transaksi makasih bca,5,0,50,7,1,Positif,2
semua kebutuhan ad disini mantap bca transfer limit besar telpon cs gratis semua ad alhamdulillah bca keren,5,0,107,17,1,Positif,2
baik,5,0,4,1,1,Positif,2
aplikasi keluar saat dibuka mengecewakan,1,0,40,5,1,Negatif,0
sangat memuas kan,5,0,17,3,1,Positif,2
ini kok akun saya tiba tiba terblokir padahal tidak ada masalah apapun di aplikasi ini aplikasi rusak apa gimana sih,1,0,116,20,1,Negatif,0
kereeen,5,0,7,1,1,Positif,2
tiap minggu suruh update terus padahal kalo pakai m bengking nggak,3,0,66,11,1,Negatif,0
mantap setiap ada sisa saldo atau ada saldo masuk pasti ketarik setiap ada saldonya salalu hilang mantap lah pokonya karna terpaksa ajh saya pake apk ini karna gajihnya lewat sini saldo gw udh banyak banget ketarik sama mybca sih jangan pake bank bca dah klo ga mau duit kalian abis ga ketahuan,5,0,294,52,1,Positif,2
terlalu sering suruh update ram hp jd mengecil mrasa trganggu dgn suruh update melulu yaa iya lah saya merasa tidak nyaman menguntungkan diri sendiri merugikan orang lain,1,0,170,27,1,Negatif,0
ganti hp coba login tapi kode otp gk dikirim semua data udah bener padahal jadinya gk bisa login maunya apa sih,1,1,111,21,1,Negatif,0
capek memperbarui terus mau dipakai buru harus up date dulu terlalu sering min,5,0,78,13,1,Negatif,0
selalu harus update giliran di update butuh ruang memori karena tidak cukup sudah hapus beberapa aplikasi tetap tidak bisa aplikasi macam apa ini,1,0,145,23,1,Negatif,0
minta update mulu sih,4,0,21,4,1,Negatif,0
kok di update nambah mb apakah aplikasnya terisi game atau grafik hd seperti yang lainnya selalu kejadian seperti ini jika install mybca,3,0,136,22,1,Negatif,0
pada gak jelas costumer nya,1,0,27,5,1,Negatif,0
aplikasi yang bagus aman pokonya the best,5,0,41,7,1,Positif,2
banyak membantu tapi terlalu sering update,5,0,42,6,1,Negatif,0
kebanyakan update terus silit apalah,1,0,36,5,1,Negatif,0
aneh sama cs halo bca bnyk pertanyaan gak relevan hanya gara bca id terblokir padahal pertanyaan yg penting udah di jawab seperti nama ibu kandung transaksi terakhir nomor rekening,1,0,180,29,1,Negatif,0
kebanyakan update tiap minggu apa tiap bulan kontollll,1,0,54,8,1,Negatif,0
knp selalu update terusssss,2,0,27,4,1,Positif,2
uda di update sekali masuk minta update lagi gimn ceritanya ini aplikasi,1,0,72,12,1,Netral,1
astagfirullahaladzim knp setiap bualan harus update terus pusing saya,1,0,69,9,1,Negatif,0
terlalu sering update bagi hp yang full memori sangat kesulitan karena kalau aplikasi tidak di update tidak bisa dibuka,2,1,119,19,1,Negatif,0
tidak ada kode negaraga indonesia,2,0,33,5,1,Netral,1
saya mau aplikasi bca ini,5,0,25,5,1,Netral,1
mantap,5,0,6,1,1,Positif,2
tiap bulan update terus ah,5,0,26,5,1,Negatif,0
sangat terbantukan oleh apk ini makasih banget bca sedikit saran aja jangan diperbesar lagi kapasitas memorynya klau entengkan semakin nyaman,5,0,141,20,1,Positif,2
mantap bca i like it,5,0,20,5,1,Positif,2
fitur dan mengaksek lebih mudh tp utk sementra saya mo updet blm bs cmn muter tre,5,0,81,16,1,Netral,1
sanggat baik,5,0,12,2,1,Positif,2
tidak bisa login secara tiba tiba nomor hp saya di blokir,1,0,57,11,1,Netral,1
mudah di gunakan,5,0,16,3,1,Positif,2
penampilan sangat bagus sangat membantu dlm proses transaksi,5,0,60,8,1,Positif,2
ini gimana ya apk nya saya udah punya akun tapi di suruh login terus ke akun saya saya coba berkali kali login nya pake akun terus sampai saya udah habis pulsa rb buat dapet kode masuk nya tolong dong di perbaiki lagi apk nya ada gangguan apa gimana apk nya,1,0,257,50,1,Negatif,0
setiap bulan minta diperbarui terusss,5,0,37,5,1,Negatif,0
setelah di update apps sering force close mybca tidak menanggapi,3,0,64,10,1,Netral,1
terpercaya,5,0,10,1,1,Positif,2
goodluck,5,0,8,1,1,Positif,2
keren,5,0,5,1,1,Positif,2
sangat membantu dalam transaksi sehari hari semoga kedepan lebih responsif lagi,5,0,79,11,1,Positif,2
sangat bagus,5,0,12,2,1,Positif,2
ok mas mbak nuhun,5,0,17,4,1,Netral,1
okee,5,0,4,1,1,Negatif,0
ribet,1,0,5,1,1,Negatif,0
apk gajelass banget disuruh vc ulang lagi aneh,1,0,46,8,1,Negatif,0
apk anj dari notif pengiriman gagal harus kirim ulang pas di kirim lagi jadi dobel ngirim nya bngst emng,1,0,104,19,1,Netral,1
baik,5,0,4,1,1,Positif,2
bagus,5,0,5,1,1,Positif,2
jangan sering update ke versi baru terus masa hampir setiap bulan update terus berat apk nya mohon untuk dikoreksi lagi,1,0,119,20,1,Negatif,0
good,5,0,4,1,1,Positif,2
aplikasinya lemot banget saat login padahal sinyal gk ada kendala dan memori ruangan memori cukup aman,1,0,102,16,1,Negatif,0
aplikasinya suruh update terus,2,0,30,4,1,Netral,1
bagus,5,0,5,1,1,Positif,2
suka,5,0,4,1,1,Positif,2
aplikasi jelek susah login terus,1,0,32,5,1,Negatif,0
kebanyakan update truss,2,0,23,3,1,Negatif,0
keren banget,5,0,12,2,1,Positif,2
sangat membantu,5,0,15,2,1,Positif,2
kenapa sih harus update terus hp model kaya saya yg ram nya pas an jadi susah bgt mau gunain my bca nya klo bisa jangan update terus deh,4,0,136,28,1,Negatif,0
aplikasi bank apa ini kok sebulan kali bayar admin error kah tolong kejelasannya min gimana walaupun k itu tetap uang padahal biasanya juga cuma bulan sekali ini kok kali terus gimana uang nya udah berkurang juga,1,67,212,36,1,Negatif,0
aplikasi penipu rugi saya masak sudah hari kerja lebih kartu debetnya belum aja di kirim sudah kepotong juga saldo saya tiba tiba kecewa saya,1,0,141,24,1,Negatif,0
update mulu dah gajelas mana di paksa harus update kalo ga update ga bisa masuk gjls,1,0,84,16,1,Negatif,0
update mulu,3,0,11,2,1,Negatif,0
sebenarnya aplikasi nya bagus mudah digunakan tapi tolong jangan update fitur baru udah gitu aja pas di update malah banyak kendala kadang keluar sendiri force close,5,0,165,26,1,Negatif,0
sesuai harapan,5,0,14,2,1,Positif,2
saya sarankan jangan pake bank ini deh dikit setiap ada pemasukan kepotong k tanpa persetujuan nasabah bulan ini saya udah ada potongan k,1,0,137,23,1,Negatif,0
saya suka aplikasi ini keren,5,0,28,5,1,Positif,2
recomended utk transaksi keuangan gampang dan mudah,5,0,51,7,1,Positif,2
aplikasi ini bagus mudah di gunakan berpengaruh positif,3,0,55,8,1,Positif,2
enak dan praktis,5,0,16,3,1,Positif,2
dengan aplikasi ini saya jadi mudah untuk transaksi apapun pokoknya my bca is the best,5,0,86,15,1,Positif,2
memuaskan,5,0,9,1,1,Positif,2
kebanyakan update,3,0,17,2,1,Negatif,0
updatee muluu,1,0,13,2,1,Negatif,0
baik,1,0,4,1,1,Positif,2
layanan my bca cepat dan sangat baik,5,0,36,7,1,Positif,2
mantap aplikasinya,5,0,18,2,1,Positif,2
aduhhhhhhhhh terlalu sering update muak sekali belum sebulan update heran buruk banget bisa gak jangan sering update bnyak memakan ruang penyimpanan,1,0,148,21,1,Negatif,0
sangat senang dengan mybca,4,0,26,4,1,Positif,2
sangat membantu kapan pun transaksi tak ada masalah,5,0,51,8,1,Positif,2
udah bagus cuman minusnya keseringan update,3,0,43,6,1,Negatif,0
ini apk gimana sih sering banget harus updatenya kalo ga update ga bisa login,3,0,77,14,1,Negatif,0
mantap sangat membatu,5,0,21,3,1,Positif,2
mudah untuk di mengerti dan di lebih bisa di pahami,5,0,51,10,1,Netral,1
sangat nyaman untuk semua pembayaran,5,0,36,5,1,Positif,2
kenapa suka susah di buka untuk aplikasi my bca nya tolong dong di buka keluar lgi gitu trus,4,0,92,18,1,Negatif,0
terlalu sering update padahal isinya sama aja fungsinya,3,0,55,8,1,Negatif,0
habis update bukannya mempermudah malah log out sendiri trus dari aplikasi semprul emang,1,0,88,13,1,Negatif,0
ok,5,0,2,1,1,Negatif,0
update muluuuuu,2,0,15,2,1,Positif,2
update terus gaa ada zatnya aplikasi tol,2,0,40,7,1,Negatif,0
sejauh ini baguss pertahankan kalau perlu lebih di tingkatkan,5,0,61,9,1,Positif,2
baik aman,5,0,9,2,1,Positif,2
my bca aplikasi sangat membantu transfer jadi mudah,5,0,51,8,1,Positif,2
sangat membantu,5,0,15,2,1,Positif,2
kenapa harus update terus,1,0,25,4,1,Negatif,0
saya sangat senang dengan adanya aplikasi my bca tidak terlalu sulit untuk di gunakan terimakasih ya,5,0,100,16,1,Positif,2
memudahkab,5,0,10,1,1,Positif,2
update terusssssss,5,0,18,2,1,Positif,2
sering keblokir padahal salah kali,1,0,34,5,1,Negatif,0
saya sudah coba beberapa bank konvensional dan hanya bca yang tidak pernah mempersulit nasabahnya menurut pengalaman saya hal ini yang membuat aku setia menggunakan bca karena setiap kendala bisa diatasi secara online maupun offline di kantor cabang,5,0,249,37,1,Positif,2
excellent service,5,0,17,2,1,Positif,2
ini kok aplikasi my bca sya foor cloose terus ngatasinnya gmna ya tolong di jawab,1,0,81,15,1,Negatif,0
sangat buruk,1,0,12,2,1,Negatif,0
mempermudah transaksi,5,0,21,2,1,Positif,2
kenapa on kan payleter dan kartu kredit harus ke cabang,5,0,55,10,1,Netral,1
sangat membantu agus sekali,5,0,27,4,1,Positif,2
disuruh apgred tpi tidak bisa,3,0,29,5,1,Negatif,0
minta update terus update terus ini sdh hampir kali saya update terus aplikasi ini tiap buka selalu minta update lagi yg baru,1,0,125,22,1,Positif,2
min kenapa ya saya mau login apk minta di update udah saya update terus pas masukin fasword pas mau masuk minta update mulu jadi gak masuk masuk,3,0,144,27,1,Negatif,0
cepat dan praktis,5,0,17,3,1,Positif,2
aplikasi simpel ngak ribet sangat membantu,5,0,42,6,1,Positif,2
mengapa tdk bs login pdhl sblm nya bisa,1,0,39,8,1,Netral,1
sangat membantu sekali dg adanya app my bca,5,0,43,8,1,Positif,2
the best pokonya sangat bagus tidk banyak neko pertahankan fitur yg baik ini,5,0,76,13,1,Positif,2
untuk apknya ok cuman saya mengalami kendala saat mau transfer bank ke bank lain tiba tiba kembali ke halaman awal dan setelah saya coba lagi malah apknya bertuliskan my bca telah berhenti saya kecewa padahal sebelumnya ga seperti ini,4,0,234,39,1,Negatif,0
my bca sangat membantu mempermudah dalam transaksi enggak ribet lebih aman dan simpel,5,0,85,13,1,Positif,2
update aplikasi terussss udh makan memori banyak ini aplikasi,5,0,61,9,1,Negatif,0
kenapa saat update tidak bisa,2,0,29,5,1,Negatif,0
makin kesini makin gak jelas nih my bca pertama tiba ilang k lalu k bahkan k pun masih diembat di cek di mutasi itu tidak ada keterangannya niat maling apa gimana nih besok tgl gw coba datengin ke cp bca cipondoh tangerang gw mau tau penjelasannya,1,0,247,46,1,Negatif,0
gaje dikit dikit update dikit dikit update,2,0,42,7,1,Negatif,0
sering eror,1,0,11,2,1,Negatif,0
kebanyakan update asu,1,0,21,3,1,Negatif,0
sangat puas sekali waw,5,0,22,4,1,Positif,2
potonganya banyak bgt kaget tiba saldo hilang,1,0,45,7,1,Negatif,0
penipu kau yaa buujang keseringan update dan harus maksa update juga kalau gak update gak bisa dibuka aplikasi nya gak butuh update maksa buat memori makin penuh,1,0,161,27,1,Negatif,0
aplikasi ribet login aja dipersulit,1,0,35,5,1,Negatif,0
sukses selalu bca,5,0,17,3,1,Positif,2
malah force close terus di p g,1,0,30,7,1,Negatif,0
cukup memuaskan,4,0,15,2,1,Positif,2
